POLLUTANT_CODES,n,pct
300000005 300000188,1,0
300000005 300000207 300000243,1,0
300000005 300000210,1,0
300000005 300000226,1,0
300000005 300000234 300000243,1,0
300000005 300000236 300000242 300000319,1,0
300000005 300000236 300000243,1,0
300000005 300000236 300000243 300000319 300000322 300000329,1,0
300000005 300000242 300000243 300000319,1,0
300000005 300000242 300000328 300000329,1,0
300000005 300000242 300000330,1,0
300000005 300000243 300000319 300000320,1,0
300000005 300000243 300000319 300000322 300000329,1,0
300000005 300000243 300000319 300000329,1,0
300000005 300000243 300000322 300000330,1,0
300000005 300000243 300000323,1,0
300000005 300000243 300000326,1,0
300000005 300000290 300000319,1,0
300000005 300000301,1,0
300000005 300000301 300000330,1,0
300000005 300000305 300000323,1,0
300000005 300000312 300000329,1,0
300000005 300000319 300000323,1,0
300000005 300000322 300000328,1,0
300000005 300000322 300000330,1,0
300000005 300000323 300000328,1,0
300000006 300000076,1,0
300000006 300000243,1,0
300000006 300000322 300000328,1,0
300000006 300000328,1,0
300000007 300000282,1,0
300000007 300000329,1,0
300000010 300000015 300000243,1,0
300000010 300000090 300000403,1,0
300000010 300000180 300000350 300000542,1,0
300000010 300000183,1,0
300000010 300000236 300000243,1,0
300000010 300000243 300000282,1,0
300000010 300000243 300000322,1,0
300000010 300000243 300000328,1,0
300000010 300000243 300000329,1,0
300000010 300000312 300000330,1,0
300000010 300000319 300000329,1,0
300000010 300000322 300000329,1,0
300000010 300000415,1,0
300000011 300000017 300000018 300000208 300000319 300000320 300000329,1,0
300000011 300000018 300000328,1,0
300000011 300000074 300000242,1,0
300000011 300000177,1,0
300000011 300000242,1,0
300000011 300000243,1,0
300000011 300000243 300000415,1,0
300000013,1,0
300000015 300000017 300000018 300000319,1,0
300000015 300000017 300000322,1,0
300000015 300000038,1,0
300000015 300000038 300000236,1,0
300000015 300000046,1,0
300000015 300000226,1,0
300000015 300000319 300000320,1,0
300000016 300000108 300000207,1,0
300000016 300000171 300000177 300000320,1,0
300000016 300000207 300000417,1,0
300000016 300000236,1,0
300000016 300000242 300000243,1,0
300000016 300000242 300000319,1,0
300000016 300000243,1,0
300000016 300000243 300000322,1,0
300000016 300000282 300000319,1,0
300000016 300000282 300000329,1,0
300000016 300000319 300000320,1,0
300000016 300000319 300000322,1,0
300000016 300000452,1,0
300000017 300000018 300000322,1,0
300000017 300000282,1,0
300000017 300000328,1,0
300000018 300000028 300000036,1,0
300000018 300000035 300000038 300000210 300000322,1,0
300000018 300000036,1,0
300000018 300000036 300000319,1,0
300000018 300000036 300000322,1,0
300000018 300000036 300000329,1,0
300000018 300000038,1,0
300000018 300000068,1,0
300000018 300000077,1,0
300000018 300000173 300000207 300000243 300000328,1,0
300000018 300000174 300000243,1,0
300000018 300000182 300000243,1,0
300000018 300000236 300000242 300000298,1,0
300000018 300000236 300000312,1,0
300000018 300000236 300000322,1,0
300000018 300000242 300000243 300000329,1,0
300000018 300000243 300000319,1,0
300000018 300000243 300000322,1,0
300000018 300000243 300000329,1,0
300000018 300000319 300000329,1,0
300000018 300000320,1,0
300000018 300000323,1,0
300000018 300000326,1,0
300000023,1,0
300000024 300000030 300000035 300000038 300000243,1,0
300000025 300000038 300000208,1,0
300000025 300000038 300000318 300000322,1,0
300000025 300000038 300000328,1,0
300000025 300000210,1,0
300000025 300000228,1,0
300000025 300000319 300000330,1,0
300000025 300000330,1,0
300000026 300000035 300000226 300000296,1,0
300000026 300000038,1,0
300000026 300000038 300000322,1,0
300000026 300000319,1,0
300000028 300000236 300000330,1,0
300000028 300000243 300000322,1,0
300000028 300000322,1,0
300000035 300000038 300000048,1,0
300000035 300000210,1,0
300000035 300000228,1,0
300000035 300000329,1,0
300000036 300000038 300000236,1,0
300000036 300000038 300000329,1,0
300000036 300000210 300000218,1,0
300000036 300000236 300000242 300000319 300000322 300000330,1,0
300000036 300000236 300000243,1,0
300000036 300000305,1,0
300000036 300000307 300000322,1,0
300000036 300000328,1,0
300000036 300000330,1,0
300000037 300000038 300000107 300000207,1,0
300000037 300000210 300000236 300000301 300000322,1,0
300000037 300000322 300000330,1,0
300000038 300000224 300000242,1,0
300000038 300000224 300000318,1,0
300000038 300000236 300000243,1,0
300000038 300000243 300000282,1,0
300000038 300000243 300000319,1,0
300000038 300000243 300000322,1,0
300000038 300000243 300000329,1,0
300000038 300000282,1,0
300000038 300000298,1,0
300000038 300000318 300000330,1,0
300000038 300000319 300000329,1,0
300000038 300000377,1,0
300000045,1,0
300000045 300000183,1,0
300000046 300000138 300000180,1,0
300000047 300000234 300000329,1,0
300000047 300000243 300000322,1,0
300000047 300000305,1,0
300000047 300000329,1,0
300000048 300000094 300000097 300000182 300000242 300000243 300000282 300000322,1,0
300000048 300000097,1,0
300000048 300000097 300000319,1,0
300000048 300000097 300000329,1,0
300000048 300000236 300000242,1,0
300000048 300000242 300000329,1,0
300000048 300000329,1,0
300000048 300000330,1,0
300000048 300000387,1,0
300000054 300000129 300000153 300000231 300000277 300000329,1,0
300000054 300000242 300000243,1,0
300000068 300000210 300000329 300000330,1,0
300000072 300000328 300000329,1,0
300000073 300000119 300000145 300000242 300000243 300000322,1,0
300000074 300000210,1,0
300000074 300000242,1,0
300000074 300000242 300000243,1,0
300000074 300000322,1,0
300000074 300000322 300000329,1,0
300000074 300000328 300000329,1,0
300000074 300000329,1,0
300000076 300000183 300000207 300000243 300000282,1,0
300000076 300000282,1,0
300000079,1,0
300000082,1,0
300000088,1,0
300000090 300000248,1,0
300000090 300000248 300000403,1,0
300000093 300000142 300000243,1,0
300000094 300000183 300000243,1,0
300000094 300000236,1,0
300000094 300000243,1,0
300000095 300000188 300000207,1,0
300000096,1,0
300000097 300000119 300000120,1,0
300000097 300000119 300000153,1,0
300000097 300000120 300000243,1,0
300000097 300000153,1,0
300000097 300000183 300000243,1,0
300000097 300000188,1,0
300000097 300000236,1,0
300000097 300000242 300000329,1,0
300000097 300000243 300000329,1,0
300000099,1,0
300000101 300000242 300000301 300000302 300000328,1,0
300000101 300000242 300000302 300000328,1,0
300000102 300000171 300000242,1,0
300000103,1,0
300000104 300000176,1,0
300000104 300000329,1,0
300000107 300000188 300000207 300000242 300000243 300000333,1,0
300000107 300000188 300000242 300000243 300000333,1,0
300000107 300000207,1,0
300000107 300000207 300000242 300000243 300000333,1,0
300000107 300000207 300000242 300000333,1,0
300000107 300000207 300000243,1,0
300000107 300000207 300000333,1,0
300000107 300000242 300000243 300000282 300000333,1,0
300000107 300000243 300000333,1,0
300000107 300000333,1,0
300000108 300000243,1,0
300000114,1,0
300000119 300000145 300000187,1,0
300000119 300000183 300000243 300000322,1,0
300000119 300000236 300000243 300000322,1,0
300000119 300000243 300000330,1,0
300000119 300000328,1,0
300000120 300000153 300000329,1,0
300000120 300000183 300000243,1,0
300000120 300000243 300000329,1,0
300000121,1,0
300000124 300000243,1,0
300000135,1,0
300000145 300000242,1,0
300000145 300000322,1,0
300000147 300000151,1,0
300000149,1,0
300000151 300000236 300000322 300000328,1,0
300000151 300000322,1,0
300000151 300000328,1,0
300000152,1,0
300000153 300000243,1,0
300000155,1,0
300000155 300000242,1,0
300000157 300000243,1,0
300000159,1,0
300000159 300000168 300000242,1,0
300000168 300000178 300000329 300000330,1,0
300000168 300000207 300000329,1,0
300000168 300000240,1,0
300000168 300000319,1,0
300000168 300000322,1,0
300000168 300000322 300000323,1,0
300000168 300000328,1,0
300000171 300000242 300000243,1,0
300000171 300000243 300000322,1,0
300000173,1,0
300000173 300000243,1,0
300000173 300000282,1,0
300000173 300000282 300000319,1,0
300000174 300000183,1,0
300000174 300000242,1,0
300000174 300000243 300000319,1,0
300000174 300000319,1,0
300000174 300000322,1,0
300000177,1,0
300000177 300000243,1,0
300000178 300000183 300000243,1,0
300000178 300000183 300000329,1,0
300000178 300000243,1,0
300000179 300000328,1,0
300000180 300000213 300000234 300000243 300000319 300000322,1,0
300000180 300000234,1,0
300000180 300000328,1,0
300000180 300000330,1,0
300000183 300000207,1,0
300000183 300000207 300000242,1,0
300000183 300000207 300000242 300000329,1,0
300000183 300000207 300000243,1,0
300000183 300000243 300000302,1,0
300000187 300000242 300000243,1,0
300000187 300000243,1,0
300000187 300000243 300000329,1,0
300000187 300000319 300000329,1,0
300000187 300000329,1,0
300000188 300000207,1,0
300000188 300000207 300000243,1,0
300000188 300000236,1,0
300000188 300000242 300000243 300000282 300000333,1,0
300000188 300000242 300000243 300000322,1,0
300000188 300000242 300000243 300000333,1,0
300000188 300000242 300000329,1,0
300000188 300000242 300000333,1,0
300000188 300000243 300000322,1,0
300000188 300000243 300000328,1,0
300000188 300000319,1,0
300000188 300000322,1,0
300000188 300000322 300000328,1,0
300000188 300000399,1,0
300000189,1,0
300000189 300000322,1,0
300000207 300000236 300000242,1,0
300000207 300000236 300000322,1,0
300000207 300000242 300000243 300000282 300000322,1,0
300000207 300000242 300000243 300000333,1,0
300000207 300000243 300000327,1,0
300000207 300000243 300000333,1,0
300000207 300000282,1,0
300000207 300000282 300000328 300000329,1,0
300000207 300000319,1,0
300000207 300000328,1,0
300000207 300000330,1,0
300000207 300000333,1,0
300000208 300000328,1,0
300000210 300000226,1,0
300000210 300000226 300000322,1,0
300000210 300000242 300000243,1,0
300000210 300000243 300000322,1,0
300000210 300000315,1,0
300000210 300000322,1,0
300000210 300000328 300000329,1,0
300000215 300000226 300000319 300000322,1,0
300000215 300000319 300000322,1,0
300000220 300000236 300000319,1,0
300000220 300000319,1,0
300000222,1,0
300000224,1,0
300000224 300000226 300000322,1,0
300000226 300000322 300000329,1,0
300000229,1,0
300000229 300000230,1,0
300000233,1,0
300000234 300000242 300000243 300000328,1,0
300000234 300000243,1,0
300000234 300000243 300000319,1,0
300000234 300000282,1,0
300000234 300000301,1,0
300000236 300000242 300000243 300000319 300000322,1,0
300000236 300000242 300000243 300000328,1,0
300000236 300000242 300000322 300000328,1,0
300000236 300000243 300000319 300000320,1,0
300000236 300000243 300000319 300000322,1,0
300000236 300000243 300000322 300000328,1,0
300000236 300000282 300000322 300000328 300000329,1,0
300000236 300000282 300000328,1,0
300000236 300000290 300000322 300000328,1,0
300000236 300000291 300000322,1,0
300000236 300000291 300000322 300000328,1,0
300000236 300000301 300000302 300000322,1,0
300000236 300000301 300000329,1,0
300000236 300000302 300000312,1,0
300000236 300000302 300000322,1,0
300000236 300000302 300000322 300000328,1,0
300000236 300000302 300000328,1,0
300000236 300000302 300000329,1,0
300000236 300000305,1,0
300000236 300000305 300000322 300000329,1,0
300000236 300000319 300000322 300000328,1,0
300000236 300000319 300000322 300000328 300000329,1,0
300000236 300000319 300000322 300000329,1,0
300000236 300000319 300000329,1,0
300000236 300000323 300000330,1,0
300000238,1,0
300000240 300000243,1,0
300000240 300000243 300000330,1,0
300000242 300000243 300000277,1,0
300000242 300000243 300000301 300000322 300000328,1,0
300000242 300000243 300000301 300000322 300000328 300000329,1,0
300000242 300000243 300000301 300000329,1,0
300000242 300000243 300000302 300000329,1,0
300000242 300000243 300000319 300000320 300000322 300000328,1,0
300000242 300000243 300000322 300000328,1,0
300000242 300000243 300000322 300000328 300000330,1,0
300000242 300000243 300000322 300000329,1,0
300000242 300000243 300000322 300000330,1,0
300000242 300000243 300000329 300000330,1,0
300000242 300000243 300000350,1,0
300000242 300000289 300000319,1,0
300000242 300000291,1,0
300000242 300000298,1,0
300000242 300000301,1,0
300000242 300000302 300000322,1,0
300000242 300000302 300000329,1,0
300000242 300000305,1,0
300000242 300000307,1,0
300000242 300000308 300000329,1,0
300000242 300000319 300000328,1,0
300000242 300000322 300000328,1,0
300000242 300000329 300000330,1,0
300000243 300000248,1,0
300000243 300000248 300000328,1,0
300000243 300000282 300000290,1,0
300000243 300000282 300000328,1,0
300000243 300000282 300000328 300000329,1,0
300000243 300000282 300000680,1,0
300000243 300000282 320002801,1,0
300000243 300000289,1,0
300000243 300000290 300000329,1,0
300000243 300000291,1,0
300000243 300000294 300000319,1,0
300000243 300000301 300000329,1,0
300000243 300000302 300000322,1,0
300000243 300000302 300000329,1,0
300000243 300000304 300000327,1,0
300000243 300000305 300000328 300000329,1,0
300000243 300000310,1,0
300000243 300000312 300000328,1,0
300000243 300000319 300000320 300000322 300000328 300000329,1,0
300000243 300000319 300000320 300000322 300000329,1,0
300000243 300000322 300000331,1,0
300000243 300000329 300000378 320002821,1,0
300000243 300000387,1,0
300000243 300000644,1,0
300000243 320002703,1,0
300000243 320002801,1,0
300000248,1,0
300000248 300000414 300000679,1,0
300000269,1,0
300000269 300000329,1,0
300000277 300000329,1,0
300000282 300000289 300000319,1,0
300000282 300000305 300000319,1,0
300000282 300000319 300000320 320002821,1,0
300000282 300000319 300000322,1,0
300000282 300000322 300000328,1,0
300000282 300000375,1,0
300000282 300000673,1,0
300000289 300000322,1,0
300000289 300000329,1,0
300000290 300000322,1,0
300000291 300000322,1,0
300000291 320002801,1,0
300000294 300000319 300000322,1,0
300000294 300000322 300000330,1,0
300000298 300000322,1,0
300000298 300000328,1,0
300000301 300000312,1,0
300000301 300000312 300000329,1,0
300000301 300000319 300000322,1,0
300000301 300000322 300000323,1,0
300000302 300000312,1,0
300000302 300000319,1,0
300000302 300000319 300000320 300000322 300000329,1,0
300000302 300000319 300000322,1,0
300000302 300000319 300000329,1,0
300000302 300000322 300000328,1,0
300000305 300000322 300000323,1,0
300000305 300000322 300000328,1,0
300000305 300000377,1,0
300000306,1,0
300000308,1,0
300000310,1,0
300000312 300000328,1,0
300000314,1,0
300000315 300000319,1,0
300000316,1,0
300000318 300000319,1,0
300000319 300000320 300000322 300000328 300000329,1,0
300000319 300000329 300000330,1,0
300000319 320002821,1,0
300000322 300000323 300000330,1,0
300000322 300000328 300000329,1,0
300000322 300000328 300000330,1,0
300000327 300000329,1,0
300000328 320002801,1,0
300000328 320002821,1,0
300000373,1,0
300000374,1,0
300000376 300000377 320002821,1,0
300000403,1,0
300000416,1,0
300000427,1,0
300000451,1,0
300000551,1,0
300000675,1,0
320002704,1,0
320002707,1,0
4167 300000188,1,0
4186 10461,1,0
4186 300000236,1,0
4186 300000242,1,0
5409 10193,1,0
5409 10193 10358 10373 10461 10494 200000481 300000010,1,0
5409 10193 10373 10461 200000481 300000007 300000213 300000236 300000242 300000243 300000322,1,0
5409 10193 10373 300000242,1,0
5409 10193 10494,1,0
5409 10193 300000329,1,0
5409 10358 300000243 300000329,1,0
5409 10366,1,0
5409 10373 10494,1,0
5409 10373 200000481 300000322,1,0
5409 10461 300000010 300000236 300000329,1,0
5409 10461 300000243,1,0
5409 300000010,1,0
5409 300000010 300000016 300000207 300000329,1,0
5409 300000038,1,0
5409 300000095 300000243 300000329,1,0
5409 300000097 300000101 300000119 300000120 300000187 300000243 300000277,1,0
5409 300000186,1,0
5409 300000210 300000243 300000329,1,0
5409 300000236,1,0
5409 300000236 300000243 300000329,1,0
5409 300000242 300000243 300000329 300000330,1,0
5409 300000243 300000282,1,0
5409 7003 10193 10358 10373 10461 10494 200000481,1,0
5409 7003 10193 10358 10373 300000010 300000236 300000329,1,0
5409 7003 10193 10358 10461 10494,1,0
5409 7003 10193 10373 10461 10494 200000481,1,0
5409 7003 10193 10494 300000329,1,0
5409 7003 10193 300000243 300000329,1,0
5409 7003 10358 10373 10461 10494 200000481,1,0
5409 7003 10358 300000243 300000329,1,0
5409 7003 10373 10461 10494 200000481 300000076 300000282,1,0
5409 7003 10373 10494 200000481 300000329,1,0
5409 7003 10373 200000481 300000329,1,0
5409 7003 10461,1,0
5409 7003 10494,1,0
5409 7003 300000207 300000243,1,0
5409 7003 300000207 300000243 300000329,1,0
5409 7003 300000210 300000236 300000243 300000329,1,0
5409 7003 300000210 300000243 300000329,1,0
5474,1,0
603,1,0
6562,1,0
6562 10243 10305,1,0
6798 7536 300000305,1,0
7003 10193 10358 10373,1,0
7003 10193 10358 10373 10461 10494 200000481,1,0
7003 10193 10358 10373 10461 10494 200000481 300000242,1,0
7003 10193 10358 10373 10461 200000481 300000038 300000242 300000243,1,0
7003 10193 10358 10373 10461 200000481 300000242 300000243 300000290,1,0
7003 10193 10358 10373 10494 200000481,1,0
7003 10193 10358 10373 200000481,1,0
7003 10193 10358 10373 200000481 300000242 300000243,1,0
7003 10193 10358 10461,1,0
7003 10193 10358 10461 200000481 300000038 300000242 300000243,1,0
7003 10193 10358 10461 300000097 300000243 300000329,1,0
7003 10193 10358 10461 300000243,1,0
7003 10193 10358 300000016 300000242 300000243,1,0
7003 10193 10358 300000017 300000243 300000320 300000322,1,0
7003 10193 10373,1,0
7003 10193 10373 10461,1,0
7003 10193 10373 10461 10494 200000481 300000242 300000282,1,0
7003 10193 10373 10461 200000481,1,0
7003 10193 10373 10461 200000481 300000038 300000242 300000243 300000282,1,0
7003 10193 10373 10461 200000481 300000242 300000243 300000282,1,0
7003 10193 10373 10461 200000481 300000282 300000319,1,0
7003 10193 10373 10461 300000242 300000243 300000282,1,0
7003 10193 10373 200000481,1,0
7003 10193 10373 200000481 300000242 300000243,1,0
7003 10193 10373 200000481 300000243 300000282,1,0
7003 10193 10373 300000004 300000321,1,0
7003 10193 10373 300000243 300000282,1,0
7003 10193 10373 300000282,1,0
7003 10193 10373 300000329,1,0
7003 10193 10461 300000005 300000010,1,0
7003 10193 10461 300000282,1,0
7003 10193 10494,1,0
7003 10193 300000004,1,0
7003 10193 300000017 300000018 300000322,1,0
7003 10193 300000018 300000307 300000329,1,0
7003 10193 300000036,1,0
7003 10193 300000207,1,0
7003 10193 300000207 300000329,1,0
7003 10193 300000236 300000243 300000282,1,0
7003 10193 300000242 300000243,1,0
7003 10193 300000242 300000282,1,0
7003 10193 300000243 300000329 300000377,1,0
7003 10193 300000282 300000319,1,0
7003 10193 300000282 300000329 300000680,1,0
7003 10193 300000327 320002801,1,0
7003 10214,1,0
7003 10358 10373 200000481,1,0
7003 10358 10461 10494 300000038 300000076 300000242,1,0
7003 10358 10461 300000183 300000243 300000291,1,0
7003 10358 10461 300000243,1,0
7003 10358 10494,1,0
7003 10358 300000010,1,0
7003 10358 300000242,1,0
7003 10358 300000307 300000329,1,0
7003 10373 10461 200000481,1,0
7003 10373 10461 200000481 300000010 300000242 300000243 300000415,1,0
7003 10373 10461 200000481 300000242 300000243 300000282,1,0
7003 10373 10461 200000481 300000243,1,0
7003 10373 10494 300000242,1,0
7003 10373 200000481 300000038 320002761,1,0
7003 10373 200000481 300000047,1,0
7003 10373 200000481 300000236,1,0
7003 10373 200000481 300000243 300000329,1,0
7003 10373 200000481 320002704,1,0
7003 10373 300000010 300000236 300000328,1,0
7003 10373 300000010 300000322 300000329,1,0
7003 10373 300000097 300000147 300000183 300000188 300000207 300000243 300000333 300000394,1,0
7003 10373 300000208,1,0
7003 10373 300000242,1,0
7003 10373 300000243 300000329,1,0
7003 10373 300000282,1,0
7003 10373 300000320,1,0
7003 10461 300000036 300000236,1,0
7003 10461 300000236,1,0
7003 10461 300000242 300000243,1,0
7003 10461 300000242 300000329,1,0
7003 10461 300000243,1,0
7003 10461 300000243 300000282,1,0
7003 10461 300000282 300000329,1,0
7003 10461 300000329 320002706,1,0
7003 10494 200000481 300000242,1,0
7003 10494 300000329,1,0
7003 200000601 300000243,1,0
7003 300000002 300000331,1,0
7003 300000007,1,0
7003 300000010,1,0
7003 300000011 300000018 300000298,1,0
7003 300000015,1,0
7003 300000015 300000319,1,0
7003 300000016 300000243 300000282 300000319,1,0
7003 300000016 300000282,1,0
7003 300000018 300000036 300000329,1,0
7003 300000018 300000208,1,0
7003 300000018 300000298,1,0
7003 300000025 300000038,1,0
7003 300000035,1,0
7003 300000036 300000236 300000305,1,0
7003 300000036 300000242,1,0
7003 300000036 300000243 300000301 300000328,1,0
7003 300000036 300000305,1,0
7003 300000038 300000243,1,0
7003 300000038 300000328,1,0
7003 300000094 300000243,1,0
7003 300000176,1,0
7003 300000207,1,0
7003 300000207 300000243,1,0
7003 300000208,1,0
7003 300000208 300000243,1,0
7003 300000236 300000243,1,0
7003 300000236 300000243 300000329,1,0
7003 300000236 300000282,1,0
7003 300000236 300000328,1,0
7003 300000242 300000243 300000333,1,0
7003 300000243 300000312,1,0
7003 300000243 300000319,1,0
7003 300000243 300000329 300000333,1,0
7003 300000243 300000333,1,0
7003 300000282 300000319,1,0
7003 300000282 320002821,1,0
7003 300000302,1,0
7003 300000322 300000329,1,0
7003 300000376 300000377,1,0
7003 300000419,1,0
7003 300000673,1,0
7003 320002761,1,0
8240 300000241,1,0
