program_bundle,n_sources,pct
CAACFC + CAAMACT + CAAOTH + CAASIP + CAATVP,1,0
CAACFC + CAAMACT + CAAPSD,1,0
CAACFC + CAAMACT + CAAPSD + CAATVP,1,0
CAACFC + CAAMS,1,0
CAACFC + CAANAM + CAANSPS,1,0
CAACFC + CAANAM + CAANSPS + CAANSR + CAATVP,1,0
CAACFC + CAANESH + CAANSPS + CAANSR + CAAPARGDC + CAASIP + CAATVP,1,0
CAACFC + CAANESH + CAANSPS + CAAPARGDC + CAAPSD + CAASIP + CAATVP,1,0
CAACFC + CAANESH + CAANSR + CAAPSD + CAASIP,1,0
CAACFC + CAANESH + CAAPSD + CAASIP + CAATVP,1,0
CAACFC + CAANFRP + CAASIP,1,0
CAACFC + CAANSPS + CAANSPSM + CAAPSD + CAASIP + CAATVP,1,0
CAACFC + CAANSPS + CAANSPSM + CAASIP + CAATVP,1,0
CAACFC + CAANSPS + CAANSR + CAAPARGDC + CAASIP + CAATVP,1,0
CAACFC + CAANSPS + CAAOTH + CAASFP + CAASIP + CAATVP,1,0
CAACFC + CAANSPS + CAAOTH + CAASIP + CAATVP,1,0
CAACFC + CAANSPS + CAATVP,1,0
CAACFC + CAANSR,1,0
CAACFC + CAANSR + CAAPSD + CAASIP,1,0
CAACFC + CAAPSD + CAARMP + CAASIP + CAATVP,1,0
CAAFENF + CAAFESOP + CAAMACT + CAANSPS + CAAPSD + CAASIP,1,0
CAAFENF + CAAFESOP + CAAMACT + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAFENF + CAAGACTM + CAAMACT + CAANESH + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAFENF + CAAGACTM + CAAMACT + CAANESH + CAANSPS + CAASIP + CAATVP,1,0
CAAFENF + CAAGACTM + CAANSPS + CAAPSD + CAARMP + CAASIP + CAATVP,1,0
CAAFENF + CAAGACTM + CAANSPS + CAASIP,1,0
CAAFENF + CAAGACTM + CAASIP,1,0
CAAFENF + CAAGHG + CAAMACT + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAFENF + CAAMACT + CAANESH + CAANSPS + CAAOTH + CAARMP + CAASIP + CAATVP,1,0
CAAFENF + CAAMACT + CAANESH + CAANSPS + CAAOTH + CAASIP + CAATVP,1,0
CAAFENF + CAAMACT + CAANSPS,1,0
CAAFENF + CAAMACT + CAANSPS + CAAOTH + CAAPSD + CAASIP + CAATVP,1,0
CAAFENF + CAAMACT + CAANSPS + CAAPSD + CAATVP,1,0
CAAFENF + CAAMACT + CAASIP,1,0
CAAFENF + CAANAM,1,0
CAAFENF + CAANSPS + CAARMP + CAATVP,1,0
CAAFENF + CAANSPS + CAASIP + CAATVP,1,0
CAAFENF + CAANSPSM + CAASIP,1,0
CAAFENF + CAAPSD + CAASIP,1,0
CAAFESOP + CAAFIP + CAAGACTM + CAANSR + CAASIP,1,0
CAAFESOP + CAAGACTM + CAAGHG + CAAMACT + CAANSR + CAASIP + CAATVP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANESH,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANESH + CAANSPS + CAANSPSM + CAASIP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANESH + CAANSPS + CAANSR + CAASIP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANESH + CAANSPS + CAASIP + CAATVP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANESH + CAASIP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANSPS + CAANSPSM + CAAOTH + CAASIP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANSPS + CAAOTH,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANSR,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANSR + CAAOTH + CAASIP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAAPSD + CAASIP,1,0
CAAFESOP + CAAGACTM + CAAMACT + CAAPSD + CAASIP + CAATVP,1,0
CAAFESOP + CAAGACTM + CAAMS + CAANSPS + CAANSR + CAAOTH + CAASIP,1,0
CAAFESOP + CAAGACTM + CAANESH + CAANSPS + CAANSPSM + CAASIP,1,0
CAAFESOP + CAAGACTM + CAANESH + CAANSPS + CAANSR + CAASIP + CAATVP,1,0
CAAFESOP + CAAGACTM + CAANESH + CAANSPSM + CAASIP,1,0
CAAFESOP + CAAGACTM + CAANFRP,1,0
CAAFESOP + CAAGACTM + CAANSPS + CAANSPSM + CAAOTH,1,0
CAAFESOP + CAAGACTM + CAANSPS + CAANSPSM + CAAOTH + CAASIP,1,0
CAAFESOP + CAAGACTM + CAANSPS + CAANSR + CAAOTH,1,0
CAAFESOP + CAAGACTM + CAANSPS + CAAOTH + CAARMP + CAASIP,1,0
CAAFESOP + CAAGACTM + CAANSPS + CAAOTH + CAASIP + CAATVP,1,0
CAAFESOP + CAAGACTM + CAANSPS + CAAPSD,1,0
CAAFESOP + CAAGACTM + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAFESOP + CAAGACTM + CAANSPSM + CAANSR,1,0
CAAFESOP + CAAGACTM + CAANSPSM + CAASFP + CAASIP,1,0
CAAFESOP + CAAGACTM + CAANSR,1,0
CAAFESOP + CAAGACTM + CAANSR + CAAOTH + CAASIP,1,0
CAAFESOP + CAAGACTM + CAASFP + CAASIP,1,0
CAAFESOP + CAAGHG,1,0
CAAFESOP + CAAGHG + CAAMACT + CAANSPS + CAASIP + CAATVP,1,0
CAAFESOP + CAAGHG + CAANSPS + CAANSPSM + CAANSR + CAAOTH + CAATVP,1,0
CAAFESOP + CAAGHG + CAANSPS + CAANSR + CAASIP,1,0
CAAFESOP + CAAGHG + CAANSPS + CAASIP,1,0
CAAFESOP + CAAGHG + CAANSPS + CAASIP + CAATVP,1,0
CAAFESOP + CAAIRM + CAASIP,1,0
CAAFESOP + CAAMACT + CAAMRR + CAANSPS + CAASIP,1,0
CAAFESOP + CAAMACT + CAANESH + CAANSPS + CAAPSD + CAATVP,1,0
CAAFESOP + CAAMACT + CAANESH + CAANSPS + CAASIP + CAATVP,1,0
CAAFESOP + CAAMACT + CAANESH + CAANSPS + CAATVP,1,0
CAAFESOP + CAAMACT + CAANESH + CAANSPSM + CAASIP,1,0
CAAFESOP + CAAMACT + CAANESH + CAANSR + CAASIP,1,0
CAAFESOP + CAAMACT + CAANESH + CAAPSD,1,0
CAAFESOP + CAAMACT + CAANSPS + CAANSPSM + CAANSR + CAASIP,1,0
CAAFESOP + CAAMACT + CAANSPS + CAANSPSM + CAASIP,1,0
CAAFESOP + CAAMACT + CAANSPS + CAANSR,1,0
CAAFESOP + CAAMACT + CAANSPS + CAAOTH + CAARMP + CAASIP,1,0
CAAFESOP + CAAMACT + CAANSPS + CAAOTH + CAASIP,1,0
CAAFESOP + CAAMACT + CAANSPS + CAAOTH + CAASIP + CAATVP,1,0
CAAFESOP + CAAMACT + CAANSPS + CAAPSD,1,0
CAAFESOP + CAAMACT + CAANSPS + CAAPSD + CAASIP,1,0
CAAFESOP + CAAMACT + CAANSPS + CAATVP,1,0
CAAFESOP + CAAMACT + CAANSPSM,1,0
CAAFESOP + CAAMACT + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAFESOP + CAAMACT + CAAPSD,1,0
CAAFESOP + CAAMACT + CAAPSD + CAASIP,1,0
CAAFESOP + CAAMACT + CAARMP + CAASIP,1,0
CAAFESOP + CAAMS + CAANSR + CAAOTH + CAASIP,1,0
CAAFESOP + CAANAM,1,0
CAAFESOP + CAANAM + CAASIP,1,0
CAAFESOP + CAANESH + CAANFRP + CAANSPS + CAASIP,1,0
CAAFESOP + CAANESH + CAANSPS,1,0
CAAFESOP + CAANESH + CAANSPS + CAAPSD + CAASIP,1,0
CAAFESOP + CAANESH + CAANSR,1,0
CAAFESOP + CAANFRP + CAANSPS + CAANSPSM + CAASIP,1,0
CAAFESOP + CAANFRP + CAANSPS + CAASIP + CAATVP,1,0
CAAFESOP + CAANFRP + CAANSR + CAASIP,1,0
CAAFESOP + CAANSPS + CAANSPSM + CAANSR + CAAOTH,1,0
CAAFESOP + CAANSPS + CAAOTH,1,0
CAAFESOP + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAFESOP + CAANSPS + CAARMP + CAASIP,1,0
CAAFESOP + CAANSPSM + CAANSR,1,0
CAAFESOP + CAANSPSM + CAANSR + CAASIP,1,0
CAAFESOP + CAANSPSM + CAAOTH,1,0
CAAFESOP + CAANSR + CAAPSD + CAATVP,1,0
CAAFESOP + CAANSR + CAATVP,1,0
CAAFIP + CAAGACTM + CAAMACT + CAANSPS + CAANSR + CAASIP + CAATVP,1,0
CAAFIP + CAAGACTM + CAAMACT + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAFIP + CAAGACTM + CAAMACT + CAASIP + CAATVP,1,0
CAAFIP + CAAGACTM + CAANESH + CAANSPS + CAASIP + CAATVP,1,0
CAAFIP + CAAGACTM + CAASIP,1,0
CAAFIP + CAAGACTM + CAASIP + CAATVP,1,0
CAAFIP + CAAGHG + CAAMACT + CAANSPS + CAAPSD + CAATVP,1,0
CAAFIP + CAAGHG + CAAMACT + CAANSPS + CAASIP + CAATVP,1,0
CAAFIP + CAAGHG + CAANSPS + CAASIP,1,0
CAAFIP + CAAMACT + CAANAM + CAANSPS + CAAPSD,1,0
CAAFIP + CAAMACT + CAANESH + CAANSPS + CAANSPSM + CAASFP + CAASIP + CAATVP,1,0
CAAFIP + CAAMACT + CAANESH + CAASIP + CAATVP,1,0
CAAFIP + CAAMACT + CAANSPS + CAANSR,1,0
CAAFIP + CAAMACT + CAANSPS + CAANSR + CAASIP + CAATVP,1,0
CAAFIP + CAAMACT + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAFIP + CAAMACT + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAFIP + CAANAM + CAANESH + CAANSPS + CAANSR + CAASIP,1,0
CAAFIP + CAANAM + CAAPSD,1,0
CAAFIP + CAANAM + CAASIP + CAATVP,1,0
CAAFIP + CAANSPS,1,0
CAAFIP + CAANSPS + CAANSR + CAASIP + CAATVP,1,0
CAAFIP + CAANSPS + CAAPSD + CAASFP + CAASIP + CAATVP,1,0
CAAFIP + CAANSR + CAASIP + CAATVP,1,0
CAAFIP + CAATVP,1,0
CAAGACTM + CAAGHG + CAAMACT + CAANESH + CAANSPS + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAGACTM + CAAGHG + CAAMACT + CAANSPS + CAANSR + CAASIP + CAATVP,1,0
CAAGACTM + CAAGHG + CAAMACT + CAASIP,1,0
CAAGACTM + CAAGHG + CAANSPS + CAANSR + CAASIP + CAATVP,1,0
CAAGACTM + CAAGHG + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAAMRR + CAANSPS + CAASIP,1,0
CAAGACTM + CAAMACT + CAANAM,1,0
CAAGACTM + CAAMACT + CAANESH + CAANSPS + CAANSR + CAAPSD + CAARMP + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAANESH + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAANESH + CAANSR + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAANESH + CAAOTH + CAATVP,1,0
CAAGACTM + CAAMACT + CAANESH + CAASFP + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAANFRP + CAANSPS + CAANSR + CAASIP,1,0
CAAGACTM + CAAMACT + CAANSPS + CAANSPSM + CAANSR + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAANSPS + CAANSPSM + CAAPSD + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAANSPS + CAANSPSM + CAARMP + CAASIP,1,0
CAAGACTM + CAAMACT + CAANSPS + CAAOTH,1,0
CAAGACTM + CAAMACT + CAANSPS + CAAPARGDC + CAASIP,1,0
CAAGACTM + CAAMACT + CAANSPS + CAAPSD + CAATVP,1,0
CAAGACTM + CAAMACT + CAANSPS + CAASFP + CAASIP,1,0
CAAGACTM + CAAMACT + CAANSPSM + CAANSR + CAASIP,1,0
CAAGACTM + CAAMACT + CAANSPSM + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAANSR,1,0
CAAGACTM + CAAMACT + CAAOTH,1,0
CAAGACTM + CAAMACT + CAAOTH + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAAPSD + CAARMP + CAASIP + CAATVP,1,0
CAAGACTM + CAAMACT + CAARMP + CAASIP,1,0
CAAGACTM + CAAMACT + CAATVP,1,0
CAAGACTM + CAANESH + CAANSPS + CAANSPSM + CAASIP + CAATVP,1,0
CAAGACTM + CAANESH + CAANSPS + CAANSR + CAAPSD + CAATVP,1,0
CAAGACTM + CAANESH + CAANSPS + CAAPSD,1,0
CAAGACTM + CAANESH + CAANSPS + CAAPSD + CAASIP,1,0
CAAGACTM + CAANESH + CAANSPSM,1,0
CAAGACTM + CAANESH + CAANSPSM + CAAPSD + CAASIP + CAATVP,1,0
CAAGACTM + CAANESH + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAGACTM + CAANESH + CAAOTH + CAASIP + CAATVP,1,0
CAAGACTM + CAANESH + CAAPSD + CAASIP,1,0
CAAGACTM + CAANFRP,1,0
CAAGACTM + CAANFRP + CAANSPSM + CAASIP,1,0
CAAGACTM + CAANFRP + CAAOTH,1,0
CAAGACTM + CAANSPS + CAAOTH + CAARMP + CAASIP + CAATVP,1,0
CAAGACTM + CAANSPS + CAASIP + CAASPP,1,0
CAAGACTM + CAANSPSM + CAANSR,1,0
CAAGACTM + CAANSPSM + CAAPSD + CAASIP + CAATVP,1,0
CAAGACTM + CAANSPSM + CAARMP + CAASIP,1,0
CAAGACTM + CAANSPSM + CAATVP,1,0
CAAGACTM + CAANSR + CAAOTH + CAASIP,1,0
CAAGACTM + CAAOTH + CAAPSD + CAASIP + CAATVP,1,0
CAAGACTM + CAAOTH + CAARMP + CAASIP + CAATVP,1,0
CAAGACTM + CAAPSD + CAASIP,1,0
CAAGACTM + CAAPSD + CAATVP,1,0
CAAGACTM + CAASFP + CAATVP,1,0
CAAGHG + CAAMACT + CAANFRP + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAGHG + CAAMACT + CAANSPS + CAANSR + CAAPSD + CAASIP,1,0
CAAGHG + CAAMACT + CAANSPS + CAANSR + CAASIP,1,0
CAAGHG + CAAMACT + CAANSPS + CAATVP,1,0
CAAGHG + CAAMACT + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAGHG + CAANFRP + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAGHG + CAANFRP + CAANSPS + CAASIP + CAATVP,1,0
CAAGHG + CAASIP + CAATVP,1,0
CAAMACT + CAAMRR + CAANESH + CAANSPS + CAASIP + CAATVP,1,0
CAAMACT + CAAMRR + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANAAQS + CAANSPS + CAASIP,1,0
CAAMACT + CAANAM + CAANFRP + CAANSPS + CAASIP,1,0
CAAMACT + CAANAM + CAANSPS + CAAPSD + CAATVP,1,0
CAAMACT + CAANAM + CAASIP,1,0
CAAMACT + CAANAM + CAASIP + CAATVP,1,0
CAAMACT + CAANESH + CAANFRP + CAANSPS + CAANSR + CAASIP,1,0
CAAMACT + CAANESH + CAANFRP + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANESH + CAANFRP + CAANSPS + CAASIP,1,0
CAAMACT + CAANESH + CAANSPS + CAANSR + CAARMP + CAASIP,1,0
CAAMACT + CAANESH + CAANSPS + CAANSR + CAARMP + CAASIP + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAANSR + CAASFP + CAASIP + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAANSR + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAAOTH + CAAPSD + CAARMP + CAASIP + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAAOTH + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAAOTH + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAAPARGDC + CAAPSD + CAARMP + CAASIP + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAAPARGDC + CAATVP,1,0
CAAMACT + CAANESH + CAANSPS + CAAPSD + CAARMP + CAASIP,1,0
CAAMACT + CAANESH + CAANSPS + CAASFP + CAATVP,1,0
CAAMACT + CAANESH + CAANSR + CAASIP,1,0
CAAMACT + CAANFRP + CAANSPS + CAANSR + CAAPSD + CAASIP,1,0
CAAMACT + CAANFRP + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANFRP + CAANSPSM + CAANSR + CAAOTH + CAASIP,1,0
CAAMACT + CAANFRP + CAANSR + CAAOTH,1,0
CAAMACT + CAANFRP + CAANSR + CAAPSD + CAASIP,1,0
CAAMACT + CAANFRP + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANFRP + CAATVP,1,0
CAAMACT + CAANSPS + CAANSPSM + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANSPS + CAANSPSM + CAANSR + CAASIP + CAATVP,1,0
CAAMACT + CAANSPS + CAANSR + CAAOTH + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANSPS + CAANSR + CAAPARGDC + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANSPS + CAANSR + CAAPARGDC + CAASIP + CAATVP,1,0
CAAMACT + CAANSPS + CAANSR + CAAPSDPR + CAATVP,1,0
CAAMACT + CAANSPS + CAANSR + CAARMP + CAASIP + CAATVP,1,0
CAAMACT + CAANSPS + CAAOTH + CAAPSD + CAASIP,1,0
CAAMACT + CAANSPS + CAAOTH + CAATVP,1,0
CAAMACT + CAANSPS + CAAPSD + CAARMP + CAASIP,1,0
CAAMACT + CAANSPS + CAAPSD + CAASFP + CAASIP + CAATVP,1,0
CAAMACT + CAANSPS + CAASFP + CAASIP,1,0
CAAMACT + CAANSPS + CAASFP + CAATVP,1,0
CAAMACT + CAANSPS + CAASIP + CAASPP,1,0
CAAMACT + CAANSPS + CAASPP,1,0
CAAMACT + CAANSPSM + CAANSR + CAATVP,1,0
CAAMACT + CAANSPSM + CAAPSD + CAASIP + CAATVP,1,0
CAAMACT + CAANSR + CAAPARGDC + CAASIP,1,0
CAAMACT + CAANSR + CAAPSD + CAARMP + CAASIP,1,0
CAAMACT + CAAOTH,1,0
CAAMACT + CAAPARGDC + CAATVP,1,0
CAAMACT + CAARMP,1,0
CAAMACT + CAASFP + CAASIP + CAATVP,1,0
CAAMS + CAAOTH,1,0
CAANAAQS + CAANSPSM + CAANSR,1,0
CAANAAQS + CAANSPSM + CAANSR + CAASIP,1,0
CAANAM + CAANESH + CAANSPS + CAASIP,1,0
CAANAM + CAANSPS + CAAPSD + CAASIP,1,0
CAANAM + CAANSPS + CAAPSD + CAASIP + CAATVP,1,0
CAANAM + CAANSPS + CAAPSD + CAATVP,1,0
CAANAM + CAANSPSM,1,0
CAANAM + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAANESH + CAANFRP + CAANSPS + CAAPSD + CAASFP + CAASIP,1,0
CAANESH + CAANSPS + CAANSR,1,0
CAANESH + CAANSPS + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAANESH + CAANSPS + CAARMP + CAASIP + CAATVP,1,0
CAANESH + CAANSPS + CAASFP + CAASIP + CAATVP,1,0
CAANESH + CAANSPSM + CAASIP,1,0
CAANESH + CAANSR + CAASIP + CAATVP,1,0
CAANESH + CAAPSD + CAASIP,1,0
CAANESH + CAASFP + CAASIP + CAATVP,1,0
CAANFRP + CAANSPS + CAANSPSM + CAANSR + CAAOTH + CAASIP,1,0
CAANFRP + CAANSPS + CAASIP + CAATVP,1,0
CAANFRP + CAANSR + CAAPSD,1,0
CAANFRP + CAANSR + CAASIP + CAATVP,1,0
CAANFRP + CAASIP + CAATVP,1,0
CAANSPS + CAANSPSM + CAANSR + CAAPSD + CAASIP + CAATVP,1,0
CAANSPS + CAANSPSM + CAAOTH + CAASIP,1,0
CAANSPS + CAANSPSM + CAAPSD + CAASIP,1,0
CAANSPS + CAANSPSM + CAATVP,1,0
CAANSPS + CAANSR + CAAOTH,1,0
CAANSPS + CAANSR + CAAOTH + CAASFP + CAASIP + CAATVP,1,0
CAANSPS + CAANSR + CAAPARGDC + CAASIP,1,0
CAANSPS + CAAPARGDC,1,0
CAANSPS + CAARMP + CAASIP + CAATVP,1,0
CAANSPSM + CAAOTH,1,0
CAANSPSM + CAAPSD + CAASIP,1,0
CAANSPSM + CAASIP + CAATVP,1,0
CAANSPSM + CAATIP,1,0
CAANSR + CAAOTH,1,0
CAANSR + CAAOTH + CAASIP + CAATVP,1,0
CAANSR + CAAPARGDC + CAAPSD,1,0
CAANSR + CAAPARGDC + CAASIP,1,0
CAANSR + CAATIP,1,0
CAAOP + CAAPSD + CAATVP,1,0
CAAOP + CAASIP,1,0
CAAPARGDC + CAAPSD,1,0
CAAPARGDC + CAASIP + CAATVP,1,0
CAASIP + CAASIP,1,0
CAATIP + CAATVP,1,0
